time_stamp,air_temperature,humidity,co2,ec,pH,water_temperature
1574114345,73.5,72.8,1123,1997,6.1,68.7
1574114405,73.6,72.7,1063,1996,6.1,68.7
1574114405,73.6,72.7,1063,1996,6.1,68.7
1574114465,73.7,73,1034,1994,6.11,68.7
1574114465,73.7,73,1034,1994,6.11,68.7
1574114525,73.9,73,1025,1994,6.11,68.7
1574114525,73.9,73,1025,1994,6.11,68.7
1574114585,74,73,1073,1994,6.11,68.7
1574114585,74,73,1073,1994,6.11,68.7
1574114645,74.2,73,1518,1994,6.11,68.7
1574114645,74.2,73,1518,1994,6.11,68.7
1574114705,74.3,71.6,1638,1994,6.11,68.8
1574114705,74.3,71.6,1638,1994,6.11,68.8
1574114765,74.1,70.4,1696,1993,6.11,68.8
1574114765,74.1,70.4,1696,1993,6.11,68.8
1574114825,73.9,69.2,1702,1992,6.11,68.8
1574114825,73.9,69.2,1702,1992,6.11,68.8
1574114885,73.6,69.3,1703,1992,6.11,68.8
1574114885,73.6,69.3,1703,1992,6.11,68.8
1574114945,73.1,69.4,35,1992,6.11,68.8
1574114945,73.1,69.4,35,1992,6.11,68.8
1574115005,72.8,71.1,1353,1991,6.11,68.7
1574115005,72.8,71.1,1353,1991,6.11,68.7
1574115065,72.9,72.1,1274,1992,6.07,68.7
1574115065,72.9,72.1,1274,1992,6.07,68.7
1574115125,73.1,72.5,1191,1994,6.05,68.7
1574115125,73.1,72.5,1191,1994,6.05,68.7
1574115185,73.3,72.7,1138,1993,6.03,68.7
1574115185,73.3,72.7,1138,1993,6.03,68.7
1574115245,73.4,72.8,1096,1994,6.03,68.7
1574115245,73.4,72.8,1096,1994,6.03,68.7
1574115305,73.6,73.1,1080,1993,6.03,68.7
1574115305,73.6,73.1,1080,1993,6.03,68.7
1574115365,73.8,72.8,1057,1993,6.03,68.7
1574115365,73.8,72.8,1057,1993,6.03,68.7
1574115425,73.9,72.9,1040,1993,6.03,68.7
1574115425,73.9,72.9,1040,1993,6.03,68.7
1574115485,74,73,1038,1991,6.03,68.7
1574115485,74,73,1038,1991,6.03,68.7
1574115545,74.2,72.9,1185,1991,6.04,68.7
1574115545,74.2,72.9,1185,1991,6.04,68.7
1574115605,74.4,73.1,1578,1991,6.04,68.7
1574115605,74.4,73.1,1578,1991,6.04,68.7
1574115665,74.4,71.5,1688,1994,5.98,68.7
1574115665,74.4,71.5,1688,1994,5.98,68.7
1574115725,74.3,69.7,1717,1996,5.95,68.7
1574115725,74.3,69.7,1717,1996,5.95,68.7
1574115785,73.9,69.1,1721,1996,5.94,68.7
1574115785,73.9,69.1,1721,1996,5.94,68.7
1574115845,73.5,69.1,1721,1994,5.93,68.7
1574115845,73.5,69.1,1721,1994,5.93,68.7
1574115905,73,69.6,1426,1994,5.93,68.7
1574115905,73,69.6,1426,1994,5.93,68.7
1574115965,72.7,70.2,1375,1994,5.93,68.7
1574115965,72.7,70.2,1375,1994,5.93,68.7
1574116025,72.7,74.4,1309,1994,5.93,68.7
1574116025,72.7,74.4,1309,1994,5.93,68.7
1574116086,73.4,76.2,1212,1994,5.94,68.7
1574116086,73.4,76.2,1212,1994,5.94,68.7
1574116145,74.1,77.6,1168,1993,5.93,68.7
1574116145,74.1,77.6,1168,1993,5.93,68.7
1574116205,74.6,78.1,1118,1993,5.93,68.7
1574116265,75,77.8,1100,1996,5.89,68.7
1574116325,75.2,77.7,1073,1997,5.86,68.7
1574116385,75.4,76.3,1069,1998,5.84,68.7
1574116445,75.4,75.2,1212,1998,5.84,68.9
1574116505,75.4,74.5,1654,1997,5.84,68.9
1574116565,75.3,72,1750,1996,5.84,68.9
1574116625,75.1,70.6,1771,1996,5.84,68.9
1574116685,74.8,69.6,1771,1996,5.83,68.9
1574116745,74.4,69.4,1668,1994,5.84,68.9
1574116805,73.9,69.9,1455,1994,5.84,68.9
1574116865,73.5,70.3,1372,1994,5.84,68.9
1574116925,73.4,72.6,1277,1994,5.84,68.9
1574116985,73.6,72.7,1185,1993,5.84,68.9
1574117045,73.8,72.8,1111,1992,5.84,68.9
1574117105,73.9,72.8,1077,1992,5.85,68.9
1574117165,74,72.9,1043,1991,5.85,68.9
1574117225,74.1,73.1,1022,1991,5.85,68.9
1574117285,74.3,73.2,1069,1991,5.86,68.9
1574117345,74.5,73.1,1484,1990,5.86,68.9
1574117405,74.6,72.6,1636,1991,5.86,68.9
1574117465,74.4,70.5,1704,1990,5.86,68.9
1574117525,74.3,68.9,1721,1989,5.86,68.9
1574117585,74,68.9,1722,1989,5.86,68.9
1574117645,73.5,69.3,1650,1988,5.86,68.9
1574117705,73.2,69.5,1431,1989,5.86,68.9
1574117765,72.9,70.9,1303,1986,5.87,68.9
1574117825,72.9,72.4,1208,1988,5.86,68.9
1574117885,73.2,72.6,1153,1988,5.87,68.9
1574117945,73.3,72.4,1104,1986,5.87,68.9
1574118005,73.5,72.6,1069,1985,5.87,68.9
1574118065,73.6,72.8,1043,1985,5.87,68.9
1574118125,73.7,72.9,1037,1985,5.87,68.9
1574118185,73.9,72.9,1315,1985,5.87,68.9
1574118245,74,72.5,1653,1984,5.88,68.9
1574118305,74,70.1,1734,1983,5.87,68.9
1574118365,73.8,69.5,1761,1983,5.87,68.9
1574118425,73.4,69.8,1762,1983,5.87,68.9
1574118485,73,70.2,1621,1983,5.87,68.9
1574118545,72.8,70.3,1429,1982,5.87,68.9
1574118605,72.8,70.7,1322,1983,5.88,68.9
1574118665,72.9,71.7,1256,1981,5.88,68.9
1574118725,73.1,72.2,1202,1981,5.88,68.9
1574118785,73.2,72.5,1172,1981,5.89,68.9
1574118845,73.4,72.7,1140,1979,5.89,68.9
1574118905,73.6,72.8,1119,1981,5.89,68.9
1574118965,73.7,72.7,1098,1979,5.89,68.9
1574119025,73.8,72.7,1087,1979,5.89,68.9
1574119085,74,72.8,1085,1978,5.89,68.9
1574119145,74.2,72.8,1072,1977,5.89,68.9
1574119205,74.3,72.6,1054,1978,5.89,68.9
1574119265,74.4,72.6,1050,1977,5.89,68.9
1574119325,74.4,72.7,1066,1976,5.89,68.9
1574119385,74.6,72.7,1404,1976,5.9,68.9
1574119445,74.6,72.4,1626,1976,5.9,68.9
1574119505,74.5,69.5,1694,1975,5.9,68.9
1574119565,74.3,69.6,1705,1976,5.89,68.9
1574119625,73.8,69.5,1706,1974,5.9,68.9
1574119685,73.5,69.9,1626,1975,5.9,68.9
1574119745,73.1,70.1,1436,1974,5.9,68.9
1574119805,72.9,70.8,1323,1974,5.9,68.9
1574119865,73,71.8,1254,1974,5.9,68.9
1574119926,73.2,72.4,1176,1974,5.9,68.9
1574119985,73.4,72.5,1133,1972,5.9,68.9
1574120045,73.5,72.6,1105,1972,5.9,68.9
1574120105,73.6,72.8,1075,1971,5.9,68.9
1574120165,73.8,72.8,1061,1970,5.9,68.9
1574120225,74,73.1,1044,1971,5.91,68.9
1574120285,74.2,73.2,1036,1970,5.9,68.9
1574120345,74.3,73.2,1063,1969,5.91,68.9
1574120405,74.5,73.3,1489,1969,5.9,68.9
1574120465,74.5,72.6,1632,1969,5.91,68.9
1574120525,74.4,70.3,1697,1968,5.9,68.9
1574120585,74.2,69.3,1722,1968,5.9,68.9
1574120645,73.8,69.2,1723,1968,5.91,68.9
1574120705,73.5,69.7,1649,1968,5.9,68.9
1574120765,73.1,70,1430,1968,5.91,68.9
1574120825,72.9,70.8,1345,1967,5.9,68.9
1574120885,73,71.9,1256,1967,5.91,68.9
1574120945,73.2,72.2,1194,1967,5.91,68.9
1574121005,73.5,72.5,1150,1965,5.92,68.9
1574121065,73.6,72.5,1106,1965,5.91,68.9
1574121125,73.7,72.6,1088,1964,5.92,68.9
1574121185,73.8,72.6,1072,1964,5.92,68.9
1574121245,74,72.8,1053,1964,5.92,68.9
1574121305,74.1,72.7,1039,1963,5.92,68.9
1574121365,74.2,72.8,1042,1963,5.92,68.9
1574121425,74.4,72.9,1164,1962,5.92,68.9
1574121485,74.5,72.7,1613,1962,5.92,68.9
1574121545,74.5,71,1724,1961,5.92,68.9
1574121605,74.3,69.1,1733,1961,5.92,68.9
1574121665,73.9,69,1734,1961,5.92,68.9
1574121725,73.4,69.5,1669,1961,5.92,68.9
1574121785,73.1,69.9,1446,1960,5.92,68.9
1574121845,72.9,71.5,1330,1959,5.92,68.9
1574121905,72.9,72.4,1259,1960,5.93,68.9
1574121965,73.1,72.6,1213,1959,5.92,68.9
1574122025,73.4,72.8,1159,1960,5.93,68.8
1574122085,73.5,72.8,1133,1959,5.93,68.7
1574122145,73.7,72.7,1115,1957,5.92,68.7
1574122205,73.8,72.7,957,1959,5.93,68.7
1574122265,73.9,72.9,1064,1956,5.93,68.7
1574122326,74,72.8,1092,1956,5.93,68.7
1574122385,74.2,72.7,1441,1955,5.93,68.7
1574122445,74.3,71.6,1636,1955,5.93,68.7
1574122505,74.3,70.1,1699,1955,5.93,68.8
1574122565,74.1,68.9,1707,1955,5.93,68.9
1574122625,73.6,69.1,1708,1954,5.93,68.9
1574122685,73.2,69.3,1503,1953,5.93,68.8
1574122745,72.8,69.9,1354,1953,5.94,68.7
1574122805,72.7,72.6,1266,1954,5.93,68.7
1574122865,73.2,75.1,1226,1952,5.93,68.7
1574122925,73.9,76.8,1184,1952,5.93,68.7
1574122985,74.6,77.9,1140,1952,5.93,68.7
1574123045,75,77.6,1100,1952,5.93,68.7
1574123105,75.3,77.5,1071,1952,5.94,68.8
1574123165,75.6,77.2,1042,1952,5.93,68.9
1574123225,75.6,75.6,1035,1950,5.94,68.9
1574123285,75.6,74.8,1062,1949,5.94,68.9
1574123345,75.7,74,1478,1949,5.94,68.9
1574123405,75.7,72.8,1675,1954,5.94,68.9
1574123465,75.4,70.3,1721,1961,5.93,68.9
1574123525,75.1,69,1727,1969,5.93,68.9
1574123585,74.7,69.3,1727,1975,5.93,68.9
1574123645,74.2,69.5,1613,1976,5.94,68.9
1574123705,73.7,69.6,1422,1976,5.93,68.9
1574123765,73.5,72.1,1276,1977,5.93,68.9
1574123825,73.7,72.2,1203,1976,5.94,68.9
1574123885,73.9,72.5,1136,1975,5.94,68.9
1574123945,74.1,72.5,1093,1981,5.94,68.9
1574124005,74.3,72.7,1062,1986,5.94,68.9
1574124065,74.4,72.5,1039,1993,5.94,68.9
1574124125,74.5,72.3,1026,1999,5.93,68.9
1574124185,74.6,72.5,1103,2003,5.94,68.9
1574124245,74.7,72.5,1541,2003,5.94,68.9
1574124305,74.7,70.9,1676,2001,5.94,68.9
1574124365,74.5,69.4,1726,2003,5.94,68.9
1574124425,74.2,69.1,1729,2000,5.94,68.9
1574124485,73.8,69.3,1730,2001,5.94,68.9
1574124545,73.5,69.4,1573,2000,5.95,68.9
1574124605,73.2,69.8,1374,2000,5.95,68.9
1574124665,73,71.9,1275,1999,5.95,68.9
1574124725,73.2,72.5,1193,1999,5.95,68.9
1574124785,73.4,72.6,1163,1999,5.95,68.9
1574124845,73.6,72.4,1133,1998,5.95,68.9
1574124905,73.7,72.5,1116,1997,5.95,68.9
1574124965,73.8,72.5,1102,1998,5.95,68.9
1574125025,73.9,72.7,1077,1997,5.95,68.9
1574125085,74,72.7,1069,1997,5.95,68.9
1574125145,74.2,72.8,1094,1996,5.95,68.9
1574125205,74.4,72.8,1481,1996,5.95,68.9
1574125265,74.5,71.5,1666,1993,5.95,68.9
1574125325,74.4,69.8,1749,1993,5.95,68.9
1574125385,74.1,69.2,1759,1993,5.95,68.9
1574125445,73.7,69.3,1760,1992,5.95,68.9
1574125505,73.3,69.5,1605,1992,5.95,68.9
1574125565,73,70,1421,1991,5.95,68.9
1574125625,72.8,71.7,1315,1991,5.95,68.9
1574125685,73.4,75.1,1215,1992,5.95,68.9
1574125745,73.9,76.8,1169,1991,5.96,68.9
1574125805,74.6,77.9,1136,1990,5.96,68.9
1574125865,75,77.7,1107,1990,5.96,68.9
1574125925,75.3,77.4,1077,1990,5.95,68.9
1574125985,75.5,77.1,1077,1989,5.96,68.9
1574126045,75.6,75.5,1297,1990,5.95,68.9
1574126105,75.7,74.8,1647,1988,5.96,68.9
1574126165,75.5,71.3,1738,1988,5.95,69
1574126225,75.3,70.5,1753,1988,5.96,69.1
1574126285,75,69.2,1755,1986,5.95,69.1
1574126345,74.5,69.4,1662,1986,5.96,69.1
1574126405,74.1,69.6,1460,1986,5.95,69.1
1574126465,73.7,70.4,1342,1985,5.96,69.1
1574126525,73.6,72,1244,1985,5.95,69.1
1574126585,73.8,72.3,1185,1984,5.96,69.1
1574126645,73.9,72.4,1131,1984,5.96,69.1
1574126705,74.1,72.8,1118,1984,5.96,69.1
1574126765,74.2,72.6,1088,1983,5.96,69.1
1574126825,74.3,72.7,1064,1984,5.96,69.1
1574126885,74.4,72.8,1046,1983,5.96,69.1
1574126946,74.6,72.7,1028,1982,5.96,69.1
1574127005,74.7,72.6,1060,1982,5.96,69.1
1574127065,74.8,72.7,1472,1981,5.96,69.1
1574127125,74.9,71.6,1687,1981,5.96,69.1
1574127185,74.8,69.9,1748,1978,5.96,69.1
1574127245,74.5,68.7,1758,1978,5.96,69.1
1574127305,74,69,1759,1979,5.96,69.1
1574127365,73.6,69.2,1675,1977,5.96,69.1
1574127425,73.2,69.3,1441,1977,5.96,69.1
1574127485,73,70.2,1310,1977,5.96,69.1
1574127545,73,73.5,1262,1977,5.97,69.1
1574127606,73.6,76.1,1201,1977,5.96,69.1
1574127665,74.3,77.5,1143,1976,5.96,69.1
1574127725,74.9,78.3,1098,1977,5.96,69.1
1574127785,75.3,78.1,1065,1976,5.97,69.1
1574127845,75.5,77.8,1047,1976,5.97,69.1
1574127905,75.8,77.2,1026,1976,5.97,69.1
1574127965,75.9,75.6,1051,1974,5.98,69.1
1574128025,76,74.2,1415,1975,5.98,69.1
1574128085,76,72.7,1669,1974,5.98,69.1
1574128145,75.7,70.4,1732,1972,5.98,69.1
1574128205,75.4,69.2,1735,1971,5.98,69.1
1574128265,75,69,1727,1972,5.98,69.2
1574128325,74.4,69.4,1597,1971,5.98,69.3
1574128385,74.1,69.9,1413,1971,5.98,69.2
1574128445,73.8,71.6,1328,1970,5.98,69.3
1574128505,74,72.1,1261,1971,5.98,69.3
1574128565,74.1,72.2,1181,1970,5.98,69.3
1574128625,74.2,72.3,1138,1970,5.98,69.2
1574128685,74.4,72.3,1084,1970,5.98,69.3
1574128745,74.6,72.7,1055,1969,5.98,69.2
1574128805,74.7,72.3,1043,1969,5.98,69.2
1574128866,74.8,72.4,1034,1968,5.98,69.3
1574128925,74.8,72.4,1086,1967,5.98,69.2
1574128985,75,72.6,1528,1968,5.98,69.3
1574129046,75.1,70.2,1696,1967,5.98,69.3
1574129105,74.9,69.1,1739,1965,5.98,69.3
1574129165,74.6,68.6,1743,1967,5.98,69.3
1574129225,74.1,69,1744,1965,5.98,69.3
1574129285,73.7,69.1,1584,1965,5.98,69.2
1574129345,73.2,69.5,1398,1965,5.98,69.3
1574129405,73.1,71.5,1316,1964,5.99,69.3
1574129465,73.3,72.4,1216,1965,5.99,69.3
1574129525,73.6,72.5,1146,1963,5.99,69.3
1574129585,73.7,72.4,1112,1963,5.99,69.3
1574129645,74,72.4,1086,1963,5.99,69.3
1574129705,74.1,72.3,1069,1963,5.99,69.3
1574129765,74.2,72.3,1068,1962,5.99,69.3
1574129825,74.3,72.3,1396,1961,5.99,69.2
1574129885,74.5,71.3,1691,1961,5.99,69.3
1574129945,74.4,69.7,1756,1961,5.99,69.2
1574130005,74.1,68.9,1767,1961,5.99,69.3
1574130065,73.7,69.3,1769,1960,5.99,69.3
1574130125,73.3,69.3,1728,1960,5.99,69.2
1574130185,72.9,69.2,1505,1960,5.99,69.1
1574130245,72.7,70.7,1346,1959,5.99,69.1
1574130305,73,74.9,1251,1960,5.99,69.1
1574130365,73.7,76.8,1187,1957,5.99,69.1
1574130425,74.4,78,1123,1959,6,69.1
1574130485,74.8,77.8,1094,1959,6,69.1
1574130545,75.2,77.6,1081,1959,6,69.1
1574130605,75.5,77.1,988,1957,6,69.1
1574130665,75.5,75.5,1049,1957,6,69.1
1574130725,75.6,74.4,1068,1956,6,69.2
1574130786,75.8,73.7,1322,1955,6,69.3
1574130845,75.8,73.3,1587,1955,6,69.3
1574130905,75.7,70.9,1672,1955,6,69.2
1574130965,75.5,69,1695,1955,6,69.3
1574131025,75.1,68.9,1702,1954,6,69.3
1574131085,74.5,68.8,1700,1954,6,69.3
1574131145,74.1,69.4,1476,1953,6,69.3
1574131205,73.7,70.2,1333,1953,6,69.3
1574131265,73.6,72,1247,1953,6,69.2
1574131325,73.8,72.4,1182,1953,6,69.3
1574131385,74.1,72.3,1121,1952,6,69.2
1574131445,74.2,72.4,1092,1950,6,69.3
1574131505,74.3,72.4,1072,1950,6.01,69.2
1574131565,74.4,72.2,1055,1952,6.01,69.3
1574131625,74.5,72.4,1036,1949,6.01,69.3
1574131685,74.6,72.3,1039,1950,6.01,69.2
1574131745,74.8,72.1,1271,1955,6.01,69.3
1574131805,74.9,72,1608,1962,6.01,69.2
1574131865,74.8,69.6,1717,1968,6,69.3
1574131925,74.6,69.2,1732,1975,6,69.3
1574131985,74.2,68.9,1733,1977,6,69.3
1574132045,73.7,69.1,1724,1977,6,69.2
1574132105,73.4,69.3,1512,1977,6,69.3
1574132165,73.1,70.4,1333,1977,6,69.2
1574132225,73.2,71.3,1254,1977,6,69.3
1574132285,73.2,71.7,1188,1984,6,69.3
1574132345,73.5,72,1138,1990,6,69.3
1574132405,73.6,72,1103,1997,6,69.3
1574132465,73.8,72.2,1065,2004,6,69.2
1574132525,73.9,72.1,1050,2005,6,69.3
1574132585,74.1,72,1035,2005,6,69.2
1574132645,74.2,72.1,1036,2005,6,69.3
1574132705,74.4,72.1,1355,2005,6,69.2
1574132765,74.5,71.2,1643,2004,6.01,69.3
1574132825,74.3,69.5,1720,2004,6,69.2
1574132885,74.1,69.3,1745,2003,6.01,69.3
1574132945,73.6,69.1,1747,2003,6.01,69.3
1574133005,73.2,69.3,1698,2003,6.01,69.2
1574133065,72.9,69.4,1470,2003,6.01,69.1
1574133125,72.7,71.5,1318,2001,6.01,69.1
1574133185,73.1,75,1241,2001,6.01,69.1
1574133245,73.8,76.9,1173,2000,6.01,69.1
1574133305,74.4,77.9,1125,1999,6.01,69.1
1574133365,74.9,77.7,1095,1999,6.01,69.1
1574133425,75.3,77.4,1082,1998,6.01,69.1
1574133485,75.6,76.9,1061,1998,6.01,69.1
1574133545,75.7,75.5,1039,1999,6.01,69.1
1574133605,75.7,73.9,1038,1997,6.01,69.2
1574133665,75.7,73.6,1118,1997,6.01,69.3
1574133725,75.8,73.6,1532,1997,6.01,69.2
1574133785,75.8,71.2,1650,1997,6.01,69.3
1574133845,75.6,69.6,1696,1996,6.01,69.2
1574133905,75.2,69,1705,1996,6.01,69.3
1574133965,74.6,68.7,1708,1994,6.01,69.3
1574134025,74.2,69.3,1560,1994,6.01,69.2
1574134085,73.8,69.4,1398,1994,6.01,69.3
1574134145,73.7,71.1,1275,1992,6.01,69.3
1574134205,73.7,72,1204,1992,6.01,69.3
1574134265,73.8,72,1145,1993,6.01,69.2
1574134325,74.1,72.2,1098,1993,6.01,69.3
1574134385,74.2,72.2,1063,1992,6.01,69.3
1574134445,74.3,72,1052,1991,6.02,69.2
1574134505,74.4,72.2,1059,1991,6.02,69.3
1574134565,74.6,72.1,1564,1990,6.02,69.2
1574134625,74.7,70.4,1686,1990,6.02,69.3
1574134685,74.5,68.7,1720,1989,6.02,69.2
1574134745,74.1,68.5,1728,1990,6.02,69.3
1574134805,73.6,68.7,1730,1989,6.02,69.2
1574134865,73.2,68.8,1555,1989,6.02,69.3
1574134925,72.9,69.4,1387,1989,6.02,69.2
1574134985,73,71.8,1262,1988,6.02,69.2
1574135045,73.5,75.1,1183,1986,6.02,69.3
1574135105,74.1,77,1135,1989,6.02,69.2
1574135165,74.8,77.7,1091,1988,6.02,69.2
1574135225,75.1,77.3,1063,1986,6.02,69.3
1574135285,75.4,77.1,1031,1985,6.02,69.3
1574135345,75.6,76.7,1025,1985,6.02,69.2
1574135406,75.7,75,1106,1985,6.02,69.3
1574135465,75.8,73.6,1508,1984,6.02,69.3
1574135525,75.8,72.2,1658,1984,6.02,69.3
1574135585,75.6,69.3,1706,1984,6.02,69.3
1574135645,75.3,69,1712,1983,6.02,69.3
1574135705,74.8,68.9,1713,1983,6.02,69.3
1574135765,74.4,69.3,1538,1983,6.02,69.3
1574135825,73.9,69.1,1367,1983,6.02,69.3
1574135885,73.7,71.8,1290,1983,6.02,69.3
1574135945,73.8,72.4,1209,1981,6.02,69.3
1574136005,74,72.2,1144,1983,6.02,69.2
1574136065,74.2,71.9,1114,1982,6.02,69.3
1574136125,74.4,71.9,1086,1981,6.02,69.3
1574136185,74.5,72,1065,1979,6.02,69.3
1574136245,74.6,71.9,1044,1981,6.02,69.3
1574136305,74.7,71.9,1043,1979,6.03,69.3
1574136365,74.8,71.9,1316,1978,6.03,69.3
1574136425,75,71.6,1623,1977,6.03,69.3
1574136485,74.9,69.2,1726,1977,6.02,69.3
1574136545,74.7,68.9,1757,1977,6.02,69.3
1574136605,74.3,67.9,1757,1977,6.02,69.2
1574136665,73.8,68.2,1728,1977,6.02,69.3
1574136725,73.4,69,1475,1976,6.02,69.3
1574136785,73,69.9,1354,1976,6.03,69.2
1574136845,72.9,72.4,1271,1976,6.03,69.3
1574136905,73.4,74.9,1184,1976,6.03,69.2
1574136965,74.2,76.8,1132,1975,6.03,69.3
1574137025,74.8,77.8,1092,1975,6.03,69.3
1574137085,75.3,77.8,1081,1975,6.03,69.2
1574137145,75.6,77.3,1055,1974,6.03,69.3
1574137205,75.8,77,1032,1974,6.03,69.3
1574137265,76,75.5,1027,1974,6.03,69.2
1574137325,76,73.9,1204,1974,6.03,69.3
1574137385,76.1,73.5,1567,1972,6.03,69.3
1574137445,76,71.8,1679,1972,6.03,69.2
1574137505,75.8,69.2,1715,1971,6.03,69.3
1574137565,75.5,68.4,1720,1971,6.03,69.4
1574137625,74.9,68.4,1713,1970,6.03,69.4
1574137685,74.4,68.6,1476,1970,6.03,69.4
1574137745,74,69.2,1339,1970,6.03,69.4
1574137805,73.9,71.8,1240,1970,6.03,69.4
1574137865,74.2,71.9,1172,1969,6.03,69.4
1574137925,74.4,71.9,1105,1970,6.03,69.4
1574137985,74.6,71.9,1075,1969,6.03,69.4
1574138045,74.7,71.5,1058,1969,6.04,69.4
1574138105,74.9,71.5,1039,1968,6.04,69.4
1574138165,74.9,71.5,1042,1967,6.04,69.4
1574138225,74.9,71.5,1087,1967,6.04,69.4
1574138285,75.1,71.7,1503,1967,6.04,69.4
1574138345,75.3,70.4,1669,1965,6.04,69.4
1574138405,75.1,68.7,1734,1965,6.04,69.4
1574138465,74.7,68.3,1737,1965,6.04,69.4
1574138525,74.2,68.2,1738,1964,6.04,69.4
1574138585,73.8,68.5,1595,1964,6.04,69.4
1574138645,73.5,68.5,1405,1964,6.04,69.4
1574138705,73.3,70.4,1285,1965,6.04,69.4
1574138766,73.4,71.8,1223,1964,6.04,69.4
1574138825,73.6,71.7,1137,1963,6.04,69.4
1574138885,73.8,71.5,1110,1964,6.04,69.3
1574138945,73.9,71.6,1062,1963,6.04,69.3
1574139005,74.1,71.8,1050,1963,6.04,69.3
1574139065,74.2,71.5,1058,1963,6.04,69.3
1574139125,74.4,71.6,1515,1962,6.04,69.3
1574139185,74.5,71.1,1725,1962,6.05,69.3
1574139246,74.4,68.6,1791,1961,6.04,69.3
1574139305,74.1,68.3,1791,1960,6.04,69.2
1574139365,73.7,68.3,1790,1960,6.04,69.3
1574139425,73.4,68.4,1613,1961,6.04,69.2
1574139485,73,68.4,1410,1960,6.04,69.3
1574139545,72.9,70.9,1300,1960,6.05,69.2
1574139605,73.3,74.4,1211,1959,6.05,69.3
1574139665,73.9,76.4,1140,1957,6.05,69.3
1574139725,75,76.1,1100,1959,6.05,69.2
1574139785,76,74.7,1079,1957,6.05,69.3
1574139845,75.9,74.9,1065,1959,6.05,69.2
1574139905,75.9,75.4,1048,1959,6.05,69.3
1574139965,75.8,74.4,1045,1957,6.05,69.3
1574140025,75.7,73.5,1201,1956,6.05,69.3
1574140085,75.7,72.9,1553,1955,6.05,69.3
1574140145,75.7,71,1656,1956,6.05,69.2
1574140205,75.6,69.3,1690,1956,6.05,69.3
1574140265,75.3,68.5,1695,1956,6.05,69.3
1574140325,74.7,68.4,1696,1955,6.05,69.3
1574140385,74.2,68.6,1488,1955,6.05,69.2
1574140445,73.8,69,1331,1954,6.05,69.3
1574140505,73.7,71,1230,1954,6.05,69.3
1574140565,73.8,71.6,1172,1954,6.05,69.3
1574140625,74,71.7,1116,1954,6.05,69.2
1574140685,74.2,71.9,1084,1954,6.05,69.3
1574140745,74.4,71.6,1059,1953,6.06,69.2
1574140805,74.5,71.3,1046,1952,6.06,69.3
1574140865,74.7,71.4,1047,1953,6.06,69.3
1574140925,74.9,71.2,1280,1952,6.06,69.2
1574140985,75,70.3,1631,1952,6.06,69.3
1574141045,74.9,68.1,1723,1950,6.06,69.2
1574141105,74.5,67.8,1744,1950,6.06,69.2
1574141165,74.2,68.1,1749,1952,6.06,69.3
1574141225,73.8,68.1,1630,1950,6.06,69.3
1574141285,73.5,68.2,1492,1950,6.06,69.3
1574141345,73.2,69.2,1363,1957,6.06,69.3
1574141405,73.1,71,1275,1964,6.06,69.2
1574141465,73.5,74.3,1206,1971,6.06,69.3
1574141525,74.2,76.1,1145,1976,6.06,69.2
1574141585,74.8,77.3,1084,1976,6.06,69.3
1574141645,75.3,77.2,1067,1977,6.06,69.2
1574141705,75.5,76.9,1044,1977,6.06,69.3
1574141765,75.8,76.6,1030,1977,6.06,69.3
1574141825,76,75.1,1074,1977,6.06,69.2
1574141885,76,73.7,1552,1984,6.06,69.3
1574141945,76,71.1,1663,1990,6.06,69.3
1574142005,75.8,68.9,1710,1996,6.05,69.4
1574142065,75.5,68.5,1717,2001,6.05,69.4
1574142125,75,68.4,1717,2005,6.05,69.4
1574142185,74.7,68.7,1531,2005,6.05,69.4
1574142245,74.3,68.6,1361,2004,6.05,69.4
1574142305,74.1,70.5,1291,2004,6.06,69.4
1574142365,74.2,71.3,1220,2005,6.06,69.4
1574142426,74.3,71.5,1160,2003,6.06,69.4
1574142485,74.5,71.4,1100,2003,6.06,69.4
1574142545,74.6,71.3,1067,2001,6.06,69.4
1574142605,74.7,71.3,1045,2000,6.06,69.4
1574142665,74.8,71.2,1032,2001,6.06,69.4
1574142725,74.9,71.1,1060,1999,6.06,69.4
1574142785,75,71.4,1486,1999,6.06,69.4
1574142845,75.1,70.3,1663,1998,6.06,69.4
1574142905,75,68.6,1716,1998,6.06,69.4
1574142965,74.8,68.2,1720,1998,6.06,69.4
1574143025,74.4,68,1720,1997,6.06,69.4
1574143085,74,67.7,1485,1997,6.06,69.4
1574143145,73.7,68.1,1339,1997,6.06,69.4
1574143205,73.5,70.1,1270,1997,6.06,69.4
1574143265,73.6,71.6,1185,1997,6.06,69.4
1574143325,73.7,71.4,1139,1996,6.06,69.4
1574143385,73.8,71.4,1107,1996,6.06,69.4
1574143445,74.1,71.3,1075,1994,6.06,69.3
1574143505,74.3,71.3,1057,1994,6.06,69.3
1574143565,74.5,71.2,1037,1994,6.06,69.3
1574143625,74.6,71.1,1032,1994,6.06,69.3
1574143685,74.7,71.2,1164,1993,6.07,69.3
1574143745,74.9,71,1626,1994,6.07,69.3
1574143805,74.9,69.2,1744,1993,6.07,69.3
1574143865,74.7,68.3,1764,1991,6.07,69.3
1574143925,74.2,68.1,1769,1992,6.07,69.3
1574143985,73.8,68.2,1691,1991,6.07,69.3
1574144045,73.5,68.1,1474,1990,6.07,69.2
1574144105,73.2,68.4,1340,1991,6.07,69.3
